OBJECTID,loc_vfc_pin,OrganizationName,LocationName,VaccineAdministrationStreetAddr,VaccineAdministrationCity,VaccineAdministrationCounty,VaccineAdministrationState,VaccineAdministrationZipCode,StatusforLocation,ProviderType,Id,X,Y,UpdateDTS
1933,"",Robeson Health Care Corporation,Scotland Health Center,507 Lauchwood Dr,Laurinburg,Scotland,North Carolina,28352,Deactivated,Public health provider : Federally Qualified Health Center,,-79.4709344858016,34.7514036613275,202105041931
2113,"",Community Drug Pharmacy,Community Drug,1028 ATKINSON STREET,Laurinburg,Scotland,North Carolina,28352,Rejected,Pharmacy : independent,,-79.4686818636178,34.7647049509282,202105041931
2702,,CVS Health,16231,2056 SKIBO RD,FAYETTEVILLE,Scotland,North Carolina,28314,,Pharmacy : chain,a2At0000003SK6yEAG,-78.9750783950566,35.0552181652361,202105041931
2714,,Walgreens,Walgreens,101 PLAZA RD,LAURINBURG,Scotland,North Carolina,28352,,Pharmacy : chain,a2At0000002W8FyEAK,-79.4735985589468,34.7576129678316,202105041931
2716,,WM1,WAL-MART PHARMACY,901 US HWY 401 BYPASS,LAURINBURG,Scotland,North Carolina,28352,,Pharmacy : chain,a2At0000001e2qxEAA,-79.4815541477978,34.7646914966562,202105041931
2717,,Walgreens,Walgreens,821 WESTWOOD WAY,LAURINBURG,Scotland,North Carolina,28352,,Pharmacy : chain,a2At0000002W8EHEA0,-79.4820159025837,34.764570070775,202105041931
2730,,Walgreens,Walgreens,106 W DR MARTIN LUTHER KING JR DR,MAXTON,Scotland,North Carolina,28364,,Pharmacy : chain,a2At0000002WlxqEAC,-79.3493367101147,34.7359325411011,202105041931
2,840023,First Care Medical Clinic,First Care Medical Clinic - Albemarle,1426 East Main Street,Albemarle,Stanly,North Carolina,28001,Approved,Medical practice : family medicine,,-80.1748400244558,35.3512562852711,202105041931
58,840017,The Charlotte-Mecklenburg Hospital Authority,Albemarle Medical Services,105 Yadkin Street,Albemarle,Stanly,North Carolina,28001,Approved,Medical practice : family medicine,,-80.1963361818287,35.3629843172479,202105041931
210,84C001,The Charlotte-Mecklenburg Hospital Authority,The Charlotte-Mecklenburg Hospital Authority d/b/a Atrium Health Stanly,301 Yadkin Street,Albemarle,Stanly,North Carolina,28001,Approved,Hospital,,-80.9192923877386,35.2248430613232,202105041931
843,84C002,"BIO-MEDICAL APPLICATIONS OF NORTH CAROLINA, INC.",Albemarle Fresenius,203 NE CONNECTOR,Albemarle,Stanly,North Carolina,28001,Approved,Other,,-80.1916354700937,35.3860094242768,202105041931
1048,84C003,Moose Pharmacy of Concord,Moose Pharmacy of Locust,1750 W Main St,Locust,Stanly,North Carolina,28097,Approved,Pharmacy : independent,,-80.4521056593859,35.2555780339611,202105041931
1408,84C004,Community Pharmacy of Locust,Medical Pharmacy of Locust,236 Market St Suite 100,Locust,Stanly,North Carolina,28097,Approved,Pharmacy : independent,,-80.4307643803073,35.2605236784967,202105041931
2128,84C006,"Lutheran Services for the Aging, Inc.",Trinity Place,24724 S Bus 52,Albemarle,Stanly,North Carolina,28001,Deactivated,"Long-term care : nursing home, skilled nursing facility, federally certified",,-80.1835200693743,35.3321173249591,202105041931
2202,84C005,Hope Family Medicine,Hope Family Medicine,929 N 2ND ST,ALBEMARLE,Stanly,North Carolina,28001,Assigned,Medical practice : family medicine,,-80.1968621780173,35.3642100439726,202105041931
2256,"",Medical Pharmacy of Uwharrie,Medical Pharmacy of Uwharrie,1420 US Hwy 52 North,Albemarle,Stanly,North Carolina,28001,Submitted (Ready for Internal Review),Pharmacy : independent,,-80.1959398259754,35.3724613226433,202105041931
2547,,Walgreens,Walgreens,205 SALISBURY AVE,ALBEMARLE,Stanly,North Carolina,28001,,Pharmacy : chain,a2At0000002W6ZfEAK,-80.2001129290382,35.3601650235426,202105041931
2595,,WM1,WAL-MART PHARMACY,1876 W MAIN ST,LOCUST,Stanly,North Carolina,28097,,Pharmacy : chain,a2At0000001e3KoEAI,-80.4528241015179,35.2546834807875,202105041931
2965,,Walgreens,Walgreens,840 NC HIGHWAY 24/27 BYPASS E,ALBEMARLE,Stanly,North Carolina,28001,,Pharmacy : chain,a2At0000002WPYCEA4,-80.1655922014408,35.3486346480379,202105041931
230,85C001,"LifeBrite Hospital Group of Stokes, LLC",LifeBrite Community Hospital of Stokes,1570 NC 8 and 89 Hwy N,Danbury,Stokes,North Carolina,27016,Approved,Hospital,,-80.230974477671,36.4175280266805,202105041931
1236,85C002,Piedmont Dialysis Center,King Dialysis Center,140 Moore Road,King,Stokes,North Carolina,27021,Approved,Other,,-80.3414416199906,36.2744013568853,202105041931
1621,850008,Novant Health,NOVANT HEALTH MOUNTAINVIEW MEDICAL,216 MOORE ROAD,KING,Stokes,North Carolina,27021,Approved,Medical practice : family medicine,,-80.3395100528443,36.2684980160951,202105041931
1963,"",Stokes County Health Department DUPLICATE - See ORG-00222,Stokes County Health Department DUPLICATE - See LOC-00083,1009 North Main Street,Danbury,Stokes,North Carolina,27016,Deactivated,Public health provider : Rural Health Clinic,,-80.2176484987759,36.4127328842717,202105041931
2258,,Walgreens,Walgreens,212A MOORE RD,KING,Stokes,North Carolina,27021,,Pharmacy : chain,a2At0000002XZGyEAO,-80.3393164549092,36.269083099356,202105041931
2271,,Walgreens,Walgreens,2912 MAIN ST,WALKERTOWN,Stokes,North Carolina,27051,,Pharmacy : chain,a2At0000002WDUuEAO,-80.1513143638289,36.1696702923636,202105041931
2286,,Walgreens,Walgreens,650 S MAIN ST,KING,Stokes,North Carolina,27021,,Pharmacy : chain,a2At0000002W9NVEA0,-80.3628012876371,36.2641158581634,202105041931
2289,,CVS Health,3516,3325 ROBINHOOD RD,WINSTON SALEM,Stokes,North Carolina,27106,,Pharmacy : chain,a2At0000002YG8uEAG,-80.3124457978709,36.115818615404,202105041931
2898,,CVS Health,7559,125 Plantation Drive,King,Stokes,North Carolina,27021,,Pharmacy : chain,a2At0000002VgRdEAK,-80.3759059988504,36.2738173770959,202105041931
2903,,CVS Health,7559,440 INGRAM ROAD,KING,Stokes,North Carolina,27021,,Pharmacy : chain,a2At0000002VeQFEA0,-80.3710806525278,36.2682611155382,202105041931
2906,,CVS Health,4431,1550 BABCOCK DRIVE,WINSTON SALEM,Stokes,North Carolina,27106,,Pharmacy : chain,a2At0000002VeehEAC,-80.2778787627279,36.1569620754416,202105041931
25,860008,Novant Health,NOVANT HEALTH SURRY MEDICAL ASSOCIATES,865 WESTLAKE DRIVE,MOUNT AIRY,Surry,North Carolina,27030,Approved,Medical practice : family medicine,,-80.6309474879496,36.5262127504826,202105041931
220,860025,High Country Community Health,High Country Community Health-Surry,1925 North Bridge Street  Suite 101,Elkin,Surry,North Carolina,28621,Approved,Public health provider : Federally Qualified Health Center,,-80.8534786090541,36.2835111531808,202105041931
246,860010,Northern Hospital District of Surry County,Northern Regional Hospital,830 Rockford Street,Mount Airy,Surry,North Carolina,27030,Approved,Hospital,,-80.6118905398082,36.4889670230976,202105041931
360,860006,Hugh Chatham Memorial Hospital Inc.,Hugh Chatham Memorial Hospital,180 Parkwood Drive,Elkin,Surry,North Carolina,28621,Approved,Hospital,,-80.8385767230747,36.261808847783,202105041931
413,860001,Surry County Health & Nutrition Center,Surry County Health & Nutrition Center,118 Hamby Road,Dobson,Surry,North Carolina,27017,Approved,Public health provider : public health clinic,,-80.7075372787813,36.3937243829141,202105041931
679,86C001,Wayne Farms LLC,Wayne Farms Dobson,802 East Atkins Street,Dobson,Surry,North Carolina,27017,Approved,Other,,-80.711502383183,36.3910143202835,202105041931
920,86C002,Surry Rural Health Center,Surry Rural Health Center,113 Scenic Outlet Lane,Mount Airy,Surry,North Carolina,27030,Approved,Medical practice : family medicine,,-80.7422467807852,36.4865459019387,202105041931
1049,86C005,"Innovative Meds RX, Inc. DBA Gates Pharmacy",Gates Pharmacy,364 N. South Street,Mount Airy,Surry,North Carolina,27030,Approved,Pharmacy : independent,,-80.6142072019637,36.5019861867309,202105041931
1242,86C003,Piedmont Dialysis Center,Mt Airy Dialysis Center,1280 Newsome Street,Mt  Airy,Surry,North Carolina,27030,Approved,Other,,-80.6032797723304,36.4819238474734,202105041931
1246,86C004,Piedmont Dialysis Center,Elkin Dialysis Center,941 Johnson Ridge Road,Elkin,Surry,North Carolina,28621,Approved,Other,,-80.8438413045098,36.2724719652028,202105041931
1898,86C008,"Marathon Health, LLC",Wayne Farms Health Center @ Dobson,810 East Atkins St,Dobson,Surry,North Carolina,27017,Approved,Medical practice : family medicine,,-80.709190857655,36.3924218968139,202105041931
2074,"",Cone Health Employee Health & Wellness,Vitro Automotive Glass,300 PGW Dr.,Elkin,Surry,North Carolina,27030,New (Vaccine Coordinator In Progress),Health center : occupational,,-80.8289272717224,36.2689757048104,202105041931
2162,86C007,North Main Health Investors,North Main Pharmacy,901 N Main St,Mount Airy,Surry,North Carolina,27030,Approved,Pharmacy : independent,,-80.6100474252729,36.5093185700757,202105041931
2243,"","PruittHealth, Inc.",PruittHealth - Elkin,560 Johnson Ridge Road,Elkin,Surry,North Carolina,28621,New (Vaccine Coordinator In Progress),"Long-term care : nursing home, skilled nursing facility, federally certified",,-80.8320451320838,36.2642315359567,202105041931
2253,86C006,Easterseals UCP of NC & VA,Easterseals Mt Airy,414 W Lebanon St,Mt Airy,Surry,North Carolina,27030,Rejected,Medical practice : family medicine,,-80.6129578849817,36.5145761234589,202105041931
2260,,Walgreens,Walgreens,101 E ATKINS ST,DOBSON,Surry,North Carolina,27017,,Pharmacy : chain,a2At0000002W7RxEAK,-80.7221621839936,36.3962448178492,202105041931
2266,,Walgreens,Walgreens,722 W INDEPENDENCE BLVD,MOUNT AIRY,Surry,North Carolina,27030,,Pharmacy : chain,a2At0000002WL7PEAW,-80.6207457089535,36.4995827708044,202105041931
2272,,WM1,WAL-MART PHARMACY,2241 ROCKFORD STREET,MT AIRY,Surry,North Carolina,27030,,Pharmacy : chain,a2At0000001eQ6JEAU,-80.6184462266115,36.4723308137943,202105041931
2820,,WM1,WAL-MART PHARMACY,548 CC CAMP RD.,ELKIN,Surry,North Carolina,28621,,Pharmacy : chain,a2At0000001e3mtEAA,-80.8322321909278,36.2759058270514,202105041931
2899,,CVS Health,4135,1287 NEWSOME STREET,MOUNT AIRY,Surry,North Carolina,27030,,Pharmacy : chain,a2At0000002VfAREA0,-80.6015914347459,36.4821740207979,202105041931
2900,,CVS Health,4135,1287 Newsome Street,Mount Airy,Surry,North Carolina,27030,,Pharmacy : chain,a2At0000002VfBJEA0,-80.6015914347459,36.4821740207979,202105041931
3002,,CVS Health,4135,560 JOHNSON RIDGE ROAD,Elkin,Surry,North Carolina,28621,,Pharmacy : chain,a2At0000002VgxrEAC,-80.8320451320838,36.2642315359567,202105041931
414,87C001,Duke LifePoint,Swain Community Hospital,45 Plateau St,Bryson City,Swain,North Carolina,28713,Approved,Hospital,,-83.4447634564523,35.4346174670385,202105041931
415,870001,Swain County Health Department,Swain County Health Department,545 Center St,Bryson City,Swain,North Carolina,28713,Approved,Public health provider : public health clinic,,-83.4443519822289,35.435980763671,202105041931
1409,87C002,"Blue Ridge Community Health Services, Inc",Blue Ridge Health-Swain,135 Arlington Avenue,Bryson City,Swain,North Carolina,28713,Approved,Public health provider : Federally Qualified Health Center,,-83.4488441194639,35.4236353156112,202105041931
1850,87C003,Bryson City Pharmacy,Bryson City Pharmacy,200 Hwy 19 South,Bryson City,Swain,North Carolina,28713,Approved,Pharmacy : independent,,-83.4508224637781,35.4257867148597,202105041931
2857,,Walgreens,Walgreens,50 HIGHWAY 19,BRYSON CITY,Swain,North Carolina,28713,,Pharmacy : chain,a2At0000002W7IiEAK,-83.4217420648499,35.430312840238,202105041931
215,880001,Transylvania County Department of Public Health,Transylvania County Department of Public Health,"106 East Morgan Street, Suite 105",Brevard,Transylvania,North Carolina,28712,Approved,Public health provider : public health clinic,,-82.7336960960079,35.2315016857568,202105041931
234,880011,"Blue Ridge Community Health Services, Inc",Blue Ridge Health-Brevard,29 West French Broad Place,Brevard,Transylvania,North Carolina,28712,Approved,Public health provider : Federally Qualified Health Center,,-82.7325347288024,35.2367035177113,202105041931
302,88C001,"MH Mission Health, LLLP",MH Transylvania Regional LLLP,260 Hospital Drive,Brevard,Transylvania,North Carolina,28712,Approved,Health center : occupational,,-82.7289209511555,35.2220253754578,202105041931
1517,NS2067,"Ingles Markets, Inc",Ingles Pharmacy #67,684 N Broad St,Brevard,Transylvania,North Carolina,28712,Approved,Pharmacy : chain,,-82.7276165404299,35.2414557849256,202105041931
1561,88C003,Fernhill Pharm Inc.,Gordon Family Pharmacy,518 S Broad St,Brevard,Transylvania,North Carolina,28712,Approved,Pharmacy : independent,,-82.7375575151002,35.2269892057678,202105041931
2242,88C004,"PruittHealth, Inc.",The Oaks - Brevard,300 Morris Rd,Brevard,Transylvania,North Carolina,28712,Approved,"Long-term care : nursing home, skilled nursing facility, non-federally certified",,-82.7088319546793,35.2613029287617,202105041931
2849,,Walgreens,Walgreens,2501 HENDERSONVILLE RD,ARDEN,Transylvania,North Carolina,28704,,Pharmacy : chain,a2At0000002W9TdEAK,-82.5118623393728,35.4591823964982,202105041931
2856,,Walgreens,Walgreens,382 ASHEVILLE HWY,BREVARD,Transylvania,North Carolina,28712,,Pharmacy : chain,a2At0000002WNwBEAW,-82.722458054817,35.2475104708687,202105041931
2868,,WM1,WAL-MART PHARMACY,177 FOREST GATE DRIVE,PISGAH FOREST,Transylvania,North Carolina,28768,,Pharmacy : chain,a2At0000001e3hgEAA,-82.7042350112354,35.2766594011057,202105041931
3009,,CVS Health,4183,120 Fisher Road,Brevard,Transylvania,North Carolina,28712,,Pharmacy : chain,a2At0000002VfDhEAK,-82.7274942255383,35.24322375271,202105041931
176,89C001,Martin-Tyrrell-Washington District Health Department,Tyrrell County Health Department,408 Bridge Street,Columbia,Tyrrell,North Carolina,27925,Approved,Public health provider : public health clinic,,-76.2516776333407,35.9187337348402,202105041931
1098,89C002,"O'Neals Drug Store, Inc",Columbia Pharmacy Inc,214 Main Street,Columbia,Tyrrell,North Carolina,27925,Approved,Pharmacy : independent,,-76.2531075356046,35.91772117727,202105041931
30,900015,Novant Health,NOVANT HEALTH SOUTHERN PIEDMONT PRIMARY CARE - MONROE,1995 WELLNESS BLVD SUITE 110 & 210 BUILDING B,MONROE,Union,North Carolina,28110,Approved,Medical practice : family medicine,,-80.5780618538005,35.0249401087924,202105041931
31,900039,Novant Health,NOVANT HEALTH SOUTHERN PIEDMONT PRIMARY CARE - WESLEY CHAPEL,6488 WEDDINGTON RD,WESLEY CHAPEL,Union,North Carolina,28104,Approved,Medical practice : family medicine,,-80.6920089536654,35.0015840824676,202105041931
55,900023,The Charlotte-Mecklenburg Hospital Authority,Medical Group of Waxhaw,2700 Providence Road South,Waxhaw,Union,North Carolina,28173,Approved,Medical practice : family medicine,,-80.7638098121422,34.9641324495608,202105041931
117,900012,The Charlotte-Mecklenburg Hospital Authority,Union Family Practice,1106 Reynolds Street,Monroe,Union,North Carolina,28112,Approved,Medical practice : family medicine,,-80.5275695978023,34.9687690584319,202105041931
211,90C001,The Charlotte-Mecklenburg Hospital Authority,The Charlotte-Mecklenburg Hospital Authority d/b/a Atrium Health Union,600 Hospital Drive,Monroe,Union,North Carolina,28112,Approved,Hospital,,-80.5222903651085,34.9756392175773,202105041931
257,900001,Union County Division of Public Health,Union County Division of Public Health,2330 Concord Ave,Monroe,Union,North Carolina,28110,Approved,Public health provider : public health clinic,,-80.5421231329795,35.0155013549308,202105041931
502,90C003,Bio-Medical Applications of North Carolina Inc. dba Fresenius Kidney Care Charlotte Area,Bio-Medical Applications of North Carolina Inc. dba  Fresenius Kidney Care Indian Trail,7862 Idlewild Rd,Indian Trail,Union,North Carolina,28079,Approved,Other,,-80.6323208903104,35.1067663950973,202105041931
506,90C002,Bio-Medical Applications of North Carolina Inc. dba Fresenius Kidney Care Charlotte Area,Bio-Medical Applications of North Carolina Inc.  dba Fresenius Kidney Care Monroe,1338 East Sunset Drive,Monroe,Union,North Carolina,28112,Approved,Other,,-80.5252863599918,34.9697993869585,202105041931
547,NS1704,Publix Super Market,Publix Pharmacy #1704,1615 Providence Road South,Marvin,Union,North Carolina,38173,Approved,Pharmacy : chain,,-80.774104947136,34.98829753983,202105041931
561,NS1556,Publix Super Market,Publix Pharmacy #1556,5132 Old Charlotte Hwy.,Monroe,Union,North Carolina,28110,Approved,Pharmacy : chain,,-80.6425970488208,35.0480576448863,202105041931
758,90C015,The Kroger Co.,HARRIS TEETER PHARMACY 09700473,115080 P IDLEWILD ROAD,Matthews,Union,North Carolina,28104,Approved,Pharmacy : chain,,-80.6989987604574,35.1482386847241,202105041931
785,90C011,The Kroger Co.,HARRIS TEETER PHARMACY 09700129,6610 OLD MONROE RD,INDIAN TRAIL,Union,North Carolina,28079,Approved,Pharmacy : chain,,-80.6487293904919,35.0473144916155,202105041931
847,90C014,The Kroger Co.,HARRIS TEETER PHARMACY 09700343,13639  Providence Rd,Matthews,Union,North Carolina,28104,Approved,Pharmacy : chain,,-80.7610958287171,35.0239056996942,202105041931
852,90C013,The Kroger Co.,HARRIS TEETER PHARMACY 09700273,1351 Chestnut Ln,Matthews,Union,North Carolina,28104,Approved,Pharmacy : chain,,-80.7007720881033,35.0683064146393,202105041931
854,90C012,The Kroger Co.,HARRIS TEETER PHARMACY 09700249,5920 Weddington -Monroe Rd,Matthews,Union,North Carolina,28104,Approved,Pharmacy : chain,,-80.6999437063142,35.0000849702524,202105041931
898,90C005,Community Care Health Network DBA Matrix Medical Network,Tyson Monroe Plant,2023 HASTY ST,Monroe,Union,North Carolina,28112,Approved,Commercial vaccination service provider,,-80.4937666388409,34.9810888425625,202105041931
910,90C004,DaVita,Marshville Dialysis,7260 E. Marshville blvd,Marshville,Union,North Carolina,28103,Approved,Other,,-80.3557973744294,34.9864243808536,202105041931
1001,90C017,Franklin Street Pharmacy,Franklin Street Pharmacy,610 East Franklin Street,Monroe,Union,North Carolina,28112,Approved,Pharmacy : independent,,-80.5380163581289,34.9786577456196,202105041931
